SampleNumber,ProductionArea,BedId,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,DateSampleArrivedAtWeymouth,SpeciesSampled,PSP_HPLCScreenResult_Detected_ND,PSP_HPLCResultHighValueCalculatedFromMU,PSPAverageMBAResult,TotalOA_DTXs_PTXsHighValueCalculatedFromMU,TotalAZAsHighValueCalculatedFromMU,TotalYTXsHighValueCalculatedFromMU,DSP_MBAResultPS_NG,DomoicAcid,ActionRequired
BTX/2012/0023,Milford Haven,B39CM,Pembrokeshire CC,SN01000620,Lawrenny Quay,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0024,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0025,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0026,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0027,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0028,St. Austell Bay ,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0029,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0030,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill No 34,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0031,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2012-01-08,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0032,Brancaster,B005F,Kings Lynn & W Norfolk BC,TF79364451,Loose J,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0033,Blakeney,B006R,North Norfolk DC,TF91814545,Wells ? The Pool,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0034,Deben,B010L,Suffolk Coastal DC,TM29834380,Girlings Hard,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0035,The Wash,B003D,Boston BC,TF44403720,Maretail,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0036,The Wash,B003L,Boston BC,TF47604700,Wrangle,2012-01-09,2012-01-10,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0037,Three Rivers,B071E,Carmarthenshire CC,SN35700730,St Ishmaels,2012-01-09,2012-01-10,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0038,Burry Inlet,B038B,Carmarthenshire CC,SS47959886,North (West),2012-01-09,2012-01-10,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0039,West Mersea,B013D,Colchester BC,TL99101260,Salcott,2012-01-09,2012-01-10,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0040,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel,2012-01-09,2012-01-10,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0041,The Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2012-01-09,2012-01-10,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0042,Portsmouth Harbour,B020E,Portsmouth PHA,SU60520339,Post 50,2012-01-09,2012-01-10,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0043,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm,2012-01-10,2012-01-10,Pacific Oysters,ND,,,<RL,<RL,<RL,,1.3,
BTX/2012/0066,Menai Strait East,B055D,Gwynedd CC,SH57587302,Bangor,2012-01-09,2012-01-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0067,Teign,B027G,Teignbridge DC,SX92737273,Gasworks Bank,2012-01-10,2012-01-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0068,Exe,B026E,Teignbridge DC,SX97808090,Pool,2012-01-10,2012-01-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0069,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S,2012-01-10,2012-01-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0070,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2012-01-10,2012-01-11,Pacific Oysters,ND,,,<RL,<RL,<RL,,1.2,
BTX/2012/0071,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger,2012-01-10,2012-01-11,Pacific Oysters,ND,,,<RL,<RL,<RL,,1.2,
BTX/2012/0072,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point,2012-01-10,2012-01-11,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0073,The Solent,B024K,Isle of Wight Council,SZ41709270,Newtown River mouth West - Outer,2012-01-10,2012-01-11,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0074,The Wash,B004H,Kings Lynn & W Norfolk BC,TF52102890,Breast Sand,2012-01-10,2012-01-11,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0075,The Wash,B004O,Kings Lynn & W Norfolk BC,TF65803700,Heacham South,2012-01-10,2012-01-11,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0077,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2012-01-10,2012-01-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0078,Menai Strait West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2012-01-10,2012-01-11,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0079,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2012-01-10,2012-01-11,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0091,Yealm,B031F,Plymouth PHA,SX54224904,Thorn,2012-01-11,2012-01-12,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0092,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax,2012-01-11,2012-01-12,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0094,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2012-01-12,2012-01-13,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0102,Ravenglass,B053D,Copeland DC,SD08139555,Ravenglass,2012-01-16,2012-01-17,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0103,Lune,B066L,Wyre BC,SD34500476,Sea Centre,2012-01-16,2012-01-17,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0104,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ29539425,Harrison Drive East,2012-01-16,2012-01-17,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0105,Beaulieu,B023E,New Forest DC,SU39600145,Baileys Hard ,2012-01-16,2012-01-17,Manila Clams,ND,,,,,,NG,<LOQ,
BTX/2012/0106,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe,2012-01-16,2012-01-17,Native Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0107,West Mersea,B013U,Colchester BC,TM03021211,Mersea Flats,2012-01-16,2012-01-17,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0110,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2012-01-17,2012-01-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0111,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2012-01-17,2012-01-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0112,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands,2012-01-17,2012-01-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0113,Fal,B033Z,Cornwall PHA,SW84093878,T Pontoon,2012-01-17,2012-01-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0114,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan,2012-01-17,2012-01-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0115,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2012-01-17,2012-01-18,Pacific Oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0116,Portland,B25AA,Weymouth PHA,SY69317746,Lyme Bay Shellfish,2012-01-18,2012-01-18,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0123,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre,2012-01-18,2012-01-19,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0136,Camel,B035X,Cornwall CC,SW93427533,Porthilley Cove,2012-01-23,2012-01-24,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0137,Dovey,B041M,Gwynedd CC,SN61429590,Aberdovey West,2012-01-23,2012-01-24,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0138,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2012-01-23,2012-01-24,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0166,Dart,B028F,South Hams DC,SX87415599,Waddeton ,2012-01-24,2012-01-25,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0167,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2012-01-24,2012-01-25,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0168,Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2012-01-24,2012-01-25,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0184,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2012-01-25,2012-01-26,Mussels,ND,,,,,,,,
BTX/2012/0185,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2012-01-25,2012-01-26,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0186,Conwy,B044H,Conwy CBC,SH76107970,Morfa ,2012-01-24,2012-01-26,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0187,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos-on-Sea ,2012-01-25,2012-01-26,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0194,Dee,B045Q,Wirral BC,SJ21038497,West Kirby,2012-01-30,2012-01-31,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0195,Crouch,B015M,Maldon DC,TQ89209730,Althorne Creek,2012-01-30,2012-01-31,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0205,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2012-01-31,2012-02-01,Mussels,Not Tested,,,Not Tested,Not Tested,Not Tested,,Not Tested,
BTX/2012/0208,Chichester Harbour,B018E,Havant BC,SU74600050,Mill Rythe ,2012-02-01,2012-02-02,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0209,St Ives Bay,B088G,Cornwall PHA,SW54323928,St Ives Central,2012-02-01,2012-02-02,Razors,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0218,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2012-02-06,2012-02-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0219,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-02-06,2012-02-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0220,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2012-02-06,2012-02-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0221,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2012-02-06,2012-02-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0222,Brancaster,B005F,Kings Lynn & West Norfolk BC,TF79364451,Loose-J,2012-02-06,2012-02-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0223,The Wash,B003D,Boston BC,TF44403720,Maretail,2012-02-06,2012-02-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0224,Deben,B010L,Suffolk Coastal DC,TM29834380,Girlings Hard,2012-02-06,2012-02-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0225,The Wash,B003L,Boston BC,TF47604700,Wrangle,2012-02-06,2012-02-07,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0226,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway ,2012-02-06,2012-02-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0227,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow ,2012-02-06,2012-02-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0228,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2012-02-06,2012-02-07,Manila clams,ND,,,,,,NG,<LOQ,
BTX/2012/0229,Langstone Harbour,B019A,Portsmouth PHA,SU70600391,Main Channel ,2012-02-06,2012-02-07,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0230,Portsmouth Harbour,B020E,Portsmouth PHA,SU60520339,Post 50,2012-02-06,2012-02-07,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0231,Solent,B024Q,Portsmouth PHA,SZ63499696,Spit Bank,2012-02-06,2012-02-07,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0261,Camel,B035X,Cornwall CC,SW93427533,Porthilley Cove,2012-02-07,2012-02-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0262,Ribble,B046C,West Lancashire DC,SD32802590,Point 31,2012-02-07,2012-02-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0263,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2012-02-07,2012-02-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0264,Swansea,B037I,City and Council of Swansea,SS62908930,Swansea Bay S ,2012-02-07,2012-02-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0265,Dovey,B041M,Gwynedd CC,SN61429590,Aberdovey West,2012-02-07,2012-02-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0266,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2012-02-07,2012-02-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0267,Exe,B026E,Teignbridge DC,SX97808090,Pool,2012-02-07,2012-02-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0268,Teign,B027G,Teignbridge DC,SX92737273,Gas Works ,2012-02-07,2012-02-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0269,The Wash,B004H,Kings Lynn & West Norfolk BC,TF52102890,Breast Sand,2012-02-07,2012-02-08,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0270,The Wash,B004O,Kings Lynn & West Norfolk BC,TF65803700,Heacham South,2012-02-07,2012-02-08,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0271,Helford,B034P,Cornwall PHA,SW77252652,Bosahan,2012-02-07,2012-02-08,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0272,Bigbury and Avon,B030B,South Hams DC,SX67174481,West Bank,2012-02-07,2012-02-08,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0283,Menai Strait - West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2012-02-07,2012-02-09,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0284,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2012-02-07,2012-02-09,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0285,Medina,B063E,Isle of Wight Council,SZ51209680,Castle Point ,2012-02-08,2012-02-09,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0286,Solent,B024K,Isle of Wight Council,SZ41709270,Newtown-Rmth West Outer ,2012-02-08,2012-02-09,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0297,Yealm,B031L,Plymouth PHA,SX54224904,Thorn,2012-02-08,2012-02-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0298,Milford Haven,B039H,Pembrokeshire CC,SN00100860,Coedcanlas Spit,2012-02-12,2012-02-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0299,Milford Haven,B39CO,Pembrokeshire CC,SM88770325,Sawdern Point,2012-02-12,2012-02-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0300,Ravenglass,B053D,Copeland DC,SD08139555,Ravenglass,2012-02-13,2012-02-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0301,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax ,2012-02-08,2012-02-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0302,Milford Haven,B39CM,Pembrokeshire CC,SN01060614,Lawrenny Quay,2012-02-12,2012-02-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0303,Fal,B033Z,Cornwall PHA,SW84073879,T Pontoon,2012-02-13,2012-02-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0304,Fal,B033Y,Cornwall PHA,SW85024095,R Pontoon/Tregothnan ,2012-02-13,2012-02-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0305,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2012-02-13,2012-02-14,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0306,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2012-02-13,2012-02-14,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0307,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2012-02-13,2012-02-14,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0308,Portland,B025A,Weymouth PHA,SY66277626,Fleet Oyster Farm ,2012-02-14,2012-02-14,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0309,Portland,B25AA,Weymouth PHA,SY68567781,Lyme Bay Shellfish,2012-02-14,2012-02-14,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0320,Lune,B066A,Lancaster CC,SD42305430,Plover Scar,2012-02-14,2012-02-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0321,Liverpool Bay - Wirral,B058R,Mersey PHA,SJ29539425,Harrison Drive East,2012-02-14,2012-02-15,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0322,Blackwater,B014D,Maldon DC,TL92500770,Goldhanger ,2012-02-14,2012-02-15,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0323,West Mersea,B013U,Colchester BC,TM03021211,Mersea Flats,2012-02-14,2012-02-15,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0324,Swale,B076F,Swale BC,TR04206510,Swale BC/6 ,2012-02-14,2012-02-15,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0328,Morecambe Bay - East,B047A,Lancaster CC,SD44306530,Bare Ayre ,2012-02-15,2012-02-16,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0329,Lune,B066G,Wyre BC,SD34004870,Knott Spit ,2012-02-15,2012-02-16,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0330,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2012-02-15,2012-02-16,Surf clams,ND,,,,,,NG,<LOQ,
BTX/2012/0333,Blackwater,B014H,Maldon DC,TM05000000,Ray Sands ,2012-02-16,2012-02-17,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0348,West Mersea,B013D,Colchester BC,TL99101260,Salcott ,2012-02-20,2012-02-21,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0349,Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2012-02-20,2012-02-21,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0350,Beaulieu,B023E,New Forest DC,SU39600145,Baileys Hard,2012-02-20,2012-02-21,Manila clams,ND,,,,,,NG,<LOQ,
BTX/2012/0367,Brixham,B082A,Torbay BC,SX91125735,Fishcombe Cove,2012-02-21,2012-02-22,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0368,Walton Backwaters,B011R,Tendring DC,TM22142478,Kirby Creek ,2012-02-21,2012-02-22,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0369,Roach,B073C,London PHA,TQ95699247,Paglesham Reach ,2012-02-21,2012-02-22,Native oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0383,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point ,2012-02-22,2012-02-23,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0384,Dart,B028F,South Hams DC,SX87415599,Waddeton ,2012-02-22,2012-02-23,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0385,Burry Inlet,B038T,City and Council of Swansea,SS44409730,Whitford Point,2012-02-22,2012-02-23,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0407,Crouch,B015M,Maldon DC,TQ89209730,Althorne Creek,2012-02-27,2012-02-28,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0408,Silloth,B059L,Allerdale BC,NY10055345,Lees Scar,2012-02-27,2012-02-28,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0439,Colwyn Bay,B069A,Conwy CBC,SH83208150,Rhos-on-Sea ,2012-02-28,2012-02-29,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0440,Conwy,B044H,Conwy CBC,SH76107970,Morfa ,2012-02-28,2012-02-29,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0441,Morecambe Bay - Barrow,B077D,Barrow-in-Furness BC,SD23306470,Roa Island,2012-02-28,2012-02-29,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0442,Morecambe Bay - Barrow,B077B,Barrow-in-Furness BC,SD18507060,Cocken Tunnel,2012-02-28,2012-02-29,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0461,Dee,B045Q,Wirral BC,SJ21038497,West Kirby,2012-02-29,2012-03-01,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0490,Fowey,B070Z,Cornwall PHA,SX12595313,Wisemans,2012-03-05,2012-03-06,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0491,St. Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2012-03-05,2012-03-06,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0492,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2012-03-05,2012-03-06,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0493,Portland,B25AA,Weymouth PHA,SY68567781,Lyme Bay Shellfish,2012-03-06,2012-03-06,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0519,Exe,B26AT,East Devon DC,SX99698050,Beacon Point,2012-03-05,2012-03-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0520,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2012-03-06,2012-03-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0521,Taw/Torridge,B036F,North Devon DC,SS47303210,Cool Stone - Instow ,2012-03-06,2012-03-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0522,Taw/Torridge,B036N,Torridge DC,SS45953106,Appledore Lifeboat Slipway ,2012-03-06,2012-03-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0523,Southampton Water,B021U,Southampton PHA,SU44640845,Near Netley Castle,2012-03-06,2012-03-07,Manila clams,ND,,,,,,NG,<LOQ,
BTX/2012/0524,Poole,B54CL,Poole BC,SZ01818871,West Brownsea 1,2012-03-06,2012-03-07,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0541,Exe,B026E,Teignbridge DC,SX97808090,Pool,2012-03-07,2012-03-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0542,Teign,B027G,Teignbridge DC,SX92737273,Gas Works ,2012-03-07,2012-03-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0543,Plymouth,B32AD,Plymouth PHA,SX41875721,East of Ajax ,2012-03-07,2012-03-08,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0545,Menai Strait - East,B055D,Gwynedd CC,SH57587302,Bangor ,2012-03-08,2012-03-09,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0546,Menai Strait - West,B042F,Gwynedd CC,SH49906587,Llanfairisgaer,2012-03-08,2012-03-09,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0547,Dart,B028F,South Hams DC,SX87415599,Waddeton ,2012-03-08,2012-03-09,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0548,Start Bay,B087C,South Hams DC,SX82634290,Slapton Sands 2,2012-03-08,2012-03-09,Surf clams,ND,,,,,,NG,<LOQ,
BTX/2012/0568,The Wash,B003L,Boston BC,TF47604700,Wrangle,2012-03-12,2012-03-13,Cockles,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0569,Butley,B009A,Suffolk Coastal DC,TM39704870,Butley Creek ,2012-03-12,2012-03-13,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0570,Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2012-03-12,2012-03-13,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0571,The Wash,B003D,Boston BC,TF44403720,Maretail,2012-03-12,2012-03-13,Mussels,ND,,,<RL,<RL,<RL,,<LOQ,
BTX/2012/0572,North Kent Coast,B17AM,Canterbury CC,TR08206690,Pollard,2012-03-12,2012-03-13,Pacific oysters,ND,,,<RL,<RL,<RL,,<LOQ,
